id,    2.54002e+06,        61.9599,        29.7678
id,    2.05778e+06,        63.9996,        33.7849
id,    2.47693e+07,        63.5917,        37.5558
id,         984697,         63.547,        10.1735
id,    5.18247e+06,        63.0382,        29.7722
id,    1.64674e+07,             63,        31.2825
id,    8.31565e+06,        63.9594,        46.2499
id,     2.4686e+06,        63.5593,        60.0119
id,    3.14394e+06,             63,        39.7941
id,    3.22228e+06,        63.5589,        30.2742
id,    1.85297e+06,        63.9996,        33.7578
id,    5.76239e+06,        63.5845,        60.5312
id,    1.95754e+06,        63.9996,        34.0785
id,         744703,        63.5342,        15.6332
id,    1.48047e+07,        61.9473,        29.6806
id,    2.52416e+07,         63.585,        40.5036
id,    6.47901e+06,        61.9302,        29.3412
id,     5.5934e+06,             63,        40.3677
id,    1.95682e+07,         63.584,        30.9881
id,    1.39709e+07,        63.5592,        34.0838
id,    2.14318e+07,         63.585,        37.6209
id,    1.90985e+07,        63.5715,        30.9278
id,    4.06469e+06,        61.9233,        14.9951
id,    3.51792e+06,        61.8846,        19.6969
id,     1.3138e+07,        63.5589,        39.8736
id,    6.59421e+06,             63,        30.4515
id,    1.07418e+07,        63.5718,        30.6416
id,    2.05334e+06,        63.9996,        34.1052
